id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
473,2025-11-02,27,2,13,28,44,23,42,42,45,1
474,2025-11-03,44,42,49,42,17,40,25,28,20,1
475,2025-11-04,41,5,35,21,10,50,19,10,35,1
476,2025-11-05,48,40,4,2,3,31,25,41,20,1
477,2025-11-06,23,5,29,5,20,31,35,37,49,1
478,2025-11-07,47,14,46,43,34,38,28,15,30,1
479,2025-11-08,15,25,45,28,2,13,39,47,28,1
480,2025-11-09,11,32,42,36,41,26,27,4,38,1
481,2025-11-10,34,27,3,23,5,43,22,8,29,1
482,2025-11-11,12,15,37,34,39,30,20,4,6,1
483,2025-11-12,32,20,46,33,13,50,39,41,20,1
484,2025-11-13,39,13,31,12,16,30,20,10,43,1
485,2025-11-14,11,25,31,6,28,38,28,28,43,1
486,2025-11-15,20,44,11,3,37,11,37,33,44,1
487,2025-11-16,26,3,33,24,46,1,45,17,33,1
488,2025-11-17,24,6,42,38,40,13,46,44,11,1
489,2025-11-18,8,17,9,16,27,20,20,10,23,1
490,2025-11-19,20,46,13,7,48,29,39,14,23,1
491,2025-11-20,28,30,34,32,25,45,9,30,44,1
492,2025-11-21,41,8,28,23,26,44,18,41,26,1
493,2025-11-22,2,38,49,25,45,50,50,16,38,1
494,2025-11-23,41,13,22,12,47,33,15,22,45,1
495,2025-11-24,3,10,28,42,7,12,23,27,8,1
496,2025-11-25,16,22,30,4,25,45,5,1,32,1
497,2025-11-26,9,35,27,37,27,26,29,50,26,1
498,2025-11-27,11,23,1,41,24,25,4,26,48,1
499,2025-11-28,45,13,5,31,21,48,46,41,8,1
500,2025-11-29,25,21,18,9,41,4,34,5,10,1
501,2025-11-30,25,2,34,21,31,30,29,45,50,1
502,2025-12-01,7,46,49,6,22,1,18,22,18,1
503,2025-12-02,28,41,39,33,40,31,41,35,4,1
504,2025-12-03,22,5,47,18,28,27,6,3,23,1
505,2025-12-04,23,43,49,13,2,6,17,5,12,1
506,2025-12-05,30,17,16,24,50,33,12,39,44,1
507,2025-12-06,41,9,23,6,20,45,21,25,21,1
508,2025-12-07,11,2,36,12,47,42,19,9,11,1
509,2025-12-08,10,22,11,34,41,16,21,25,44,1
510,2025-12-09,4,24,42,26,45,40,10,36,2,1
511,2025-12-10,18,10,34,12,24,21,41,6,30,1
512,2025-12-11,8,38,26,23,26,6,19,11,3,1
513,2025-12-12,27,3,48,46,19,7,18,28,24,1
514,2025-12-13,26,40,5,40,43,18,31,40,40,1
515,2025-12-14,28,49,10,5,38,15,3,14,19,1
516,2025-12-15,49,27,33,26,35,28,29,30,27,1
517,2025-12-16,5,20,25,16,34,1,41,30,47,1
518,2025-12-17,42,13,42,13,2,34,44,20,30,1
519,2025-12-18,45,39,12,38,28,17,20,21,10,1
520,2025-12-19,10,33,37,48,27,43,33,7,2,1
521,2025-12-20,20,36,31,45,17,8,1,29,25,1
522,2025-12-21,24,50,41,40,3,35,37,11,5,1
523,2025-12-22,43,4,49,40,15,29,45,21,6,1
524,2025-12-23,39,10,44,39,22,46,11,44,26,1
525,2025-12-24,20,37,29,34,37,6,21,2,38,1
526,2025-12-25,18,17,37,31,5,21,40,32,18,1
527,2025-12-26,30,50,43,9,44,4,1,21,20,1
528,2025-12-27,33,7,28,4,20,13,39,9,42,1
529,2025-12-28,18,49,14,43,41,33,19,31,12,1
530,2025-12-29,50,40,37,6,36,10,30,13,9,1
531,2025-12-30,3,42,27,43,13,5,50,10,21,1
532,2025-12-31,36,43,5,6,10,39,13,37,11,1
533,2026-01-01,6,11,14,28,39,37,9,20,40,1
534,2026-01-02,2,37,48,14,50,6,7,34,9,1
535,2026-01-03,39,11,2,49,35,39,23,41,48,1
536,2026-01-04,35,47,8,14,33,24,46,31,20,1
537,2026-01-05,50,40,40,38,7,31,2,47,41,1
538,2026-01-06,22,37,50,31,2,11,45,46,21,1
539,2026-01-07,32,35,2,12,49,7,38,42,31,1
540,2026-01-08,21,12,7,28,39,33,15,14,15,1
541,2026-01-09,39,50,39,46,12,14,31,15,42,1
542,2026-01-10,43,31,35,22,7,38,34,4,38,1
543,2026-01-11,15,14,16,31,8,47,28,36,30,1
544,2026-01-12,26,43,42,44,43,39,38,17,46,1
545,2026-01-13,20,18,46,1,9,24,18,49,7,1
546,2026-01-14,31,1,26,41,29,36,28,38,29,1
547,2026-01-15,19,23,40,44,28,42,38,17,2,1
548,2026-01-16,15,7,18,32,28,37,39,28,23,1
549,2026-01-17,39,41,20,14,6,27,40,48,15,1
550,2026-01-18,27,25,27,10,47,46,50,27,13,1
551,2026-01-19,16,45,27,8,46,41,10,5,1,1
552,2026-01-20,48,21,37,47,13,49,10,41,6,1
553,2026-01-21,23,49,36,44,22,2,28,25,4,1
554,2026-01-22,25,7,5,29,35,41,38,46,1,1
555,2026-01-23,16,19,12,2,18,30,45,24,23,1
556,2026-01-24,19,37,24,25,5,32,31,18,23,1
557,2026-01-25,40,34,2,2,6,1,16,8,32,1
558,2026-01-26,26,2,47,10,7,7,2,30,11,1
559,2026-01-27,42,39,1,29,45,36,31,3,22,1
560,2026-01-28,2,45,17,47,7,8,50,12,42,1
561,2026-01-29,37,18,6,4,22,25,47,40,18,1
562,2026-01-30,43,31,36,8,35,36,30,23,43,1
563,2026-01-31,26,14,2,3,13,4,4,25,26,1
564,2026-02-01,41,8,9,1,25,10,22,46,29,1
565,2026-02-02,12,8,23,31,44,24,23,37,45,1
566,2026-02-03,11,9,30,28,7,32,18,28,14,1
567,2026-02-04,32,13,4,3,29,21,44,46,38,1
568,2026-02-05,18,4,35,21,21,49,7,20,14,1
569,2026-02-06,23,34,19,6,8,10,14,22,36,1
570,2026-02-07,44,4,27,7,14,1,49,7,38,1
571,2026-02-08,33,13,18,2,13,47,6,18,4,1
572,2026-02-09,42,32,15,34,31,31,48,21,3,1
573,2026-02-10,3,35,50,40,37,1,49,31,28,1
574,2026-02-11,11,34,11,25,7,13,43,9,22,1
575,2026-02-12,13,37,16,20,4,40,6,12,20,1
576,2026-02-13,4,14,37,50,45,4,9,35,39,1
577,2026-02-14,49,36,34,50,44,44,34,22,38,1
578,2026-02-15,25,48,39,1,43,49,16,22,7,1
579,2026-02-16,31,18,37,17,37,10,42,34,11,1
580,2026-02-17,22,46,29,39,24,16,23,17,9,1
581,2026-02-18,45,38,40,18,9,20,48,41,12,1
582,2026-02-19,1,22,7,6,20,44,42,15,39,1
583,2026-02-20,12,9,44,38,10,47,38,7,4,1
584,2026-02-21,26,21,36,29,50,21,29,1,12,1
585,2026-02-22,9,21,11,24,3,14,8,47,14,1
586,2026-02-23,37,25,2,5,25,28,4,15,34,1
587,2026-02-24,27,21,43,45,46,39,30,19,40,1
588,2026-02-25,32,37,6,9,21,48,28,6,36,1
589,2026-02-26,18,33,3,41,9,23,48,1,49,1
590,2026-02-27,15,20,9,6,5,19,43,3,21,1
591,2026-02-28,3,33,30,30,30,12,2,4,4,1
592,2026-03-01,19,50,24,44,4,13,23,40,22,1
593,2026-03-02,49,49,49,13,28,27,18,37,35,1
594,2026-03-03,30,38,36,10,42,34,31,22,47,1
595,2026-03-04,34,11,49,4,50,18,20,21,17,1
596,2026-03-05,4,50,12,44,2,37,16,47,3,1
597,2026-03-06,18,27,28,15,9,34,40,38,8,1
598,2026-03-07,12,46,9,18,44,33,46,12,30,1
599,2026-03-08,27,19,9,22,32,42,38,31,35,1
600,2026-03-09,43,27,6,6,43,16,8,40,20,1
601,2026-03-10,2,10,14,40,46,30,43,11,3,1
602,2026-03-11,8,22,49,11,47,40,14,48,8,1
603,2026-03-12,29,10,9,31,13,38,35,11,15,1
604,2026-03-13,41,12,49,10,1,29,41,11,19,1
605,2026-03-14,42,14,44,12,25,38,25,49,35,1
606,2026-03-15,15,22,6,4,13,33,37,7,43,1
607,2026-03-16,29,46,8,47,21,35,12,13,1,1
608,2026-03-17,43,16,40,3,13,46,47,6,20,1
609,2026-03-18,42,32,42,43,4,43,18,13,9,1
610,2026-03-19,45,41,33,10,21,5,48,26,19,1
611,2026-03-20,29,46,31,39,38,6,44,29,7,1
612,2026-03-21,43,36,14,25,5,35,48,8,26,1
613,2026-03-22,13,40,28,1,45,37,43,22,6,1
614,2026-03-23,46,5,9,8,27,14,38,24,38,1
615,2026-03-24,38,16,13,31,28,43,42,42,16,1
616,2026-03-25,46,39,49,47,19,30,50,10,44,1
617,2026-03-26,32,17,43,11,32,45,12,14,39,1
618,2026-03-27,7,28,35,49,23,17,33,33,31,1
619,2026-03-28,18,33,23,36,50,41,42,25,28,1
620,2026-03-29,43,44,33,31,46,21,11,19,15,1
621,2026-03-30,41,31,17,10,48,47,49,9,25,1
622,2026-03-31,17,44,37,1,29,43,23,38,22,1
623,2026-04-01,50,26,31,48,9,1,20,3,27,1
624,2026-04-02,7,3,9,34,35,16,45,27,31,1
625,2026-04-03,49,3,40,20,7,34,36,26,29,1
626,2026-04-04,19,41,40,40,26,24,38,45,11,1
627,2026-04-05,22,39,2,43,26,34,31,31,24,1
628,2026-04-06,31,13,23,15,19,22,30,27,10,1
629,2026-04-07,15,28,8,24,17,28,28,9,24,1
630,2026-04-08,7,30,39,8,19,14,50,3,1,1
631,2026-04-09,29,17,30,35,33,3,19,8,20,1
632,2026-04-10,29,45,3,4,48,9,44,32,26,1
633,2026-04-11,31,32,36,46,33,27,47,5,8,1
634,2026-04-12,31,6,4,50,46,27,16,40,5,1
635,2026-04-13,29,36,4,28,11,2,15,2,33,1
636,2026-04-14,19,44,3,28,9,29,47,49,31,1
637,2026-04-15,40,4,43,46,39,49,47,49,10,1
638,2026-04-16,10,1,12,48,13,48,23,43,45,1
639,2026-04-17,47,22,26,25,1,24,5,42,4,1
640,2026-04-18,38,31,37,27,44,49,20,29,29,1
641,2026-04-19,3,18,23,50,1,8,26,41,23,1
642,2026-04-20,9,48,41,49,38,6,47,41,27,1
643,2026-04-21,13,36,4,46,50,28,43,23,35,1
644,2026-04-22,48,26,12,16,26,3,40,32,17,1
645,2026-04-23,1,22,27,3,34,18,48,19,34,1
646,2026-04-24,48,12,47,6,37,6,40,30,22,1
647,2026-04-25,39,8,43,24,12,15,42,11,38,1
648,2026-04-26,31,34,33,2,30,8,8,24,27,1
649,2026-04-27,49,4,49,30,9,24,18,37,47,1
650,2026-04-28,3,44,13,3,40,3,7,45,4,1
651,2026-04-29,49,10,39,18,5,11,40,7,50,1
652,2026-04-30,3,49,35,44,28,27,42,37,22,1
653,2026-05-01,15,30,28,24,43,50,41,1,3,1
654,2026-05-02,28,20,47,46,11,8,13,8,18,1
655,2026-05-03,1,15,23,6,34,16,25,2,26,1
656,2026-05-04,37,6,42,26,13,19,36,31,38,1
657,2026-05-05,26,31,16,32,40,5,37,43,12,1
658,2026-05-06,10,11,1,5,14,45,22,44,10,1
659,2026-05-07,34,29,14,11,33,18,33,49,6,1
660,2026-05-08,12,34,43,1,6,42,28,30,20,1
661,2026-05-09,41,50,38,35,13,15,10,18,14,1
662,2026-05-10,2,48,43,15,15,3,3,20,18,1
663,2026-05-11,47,25,37,15,8,50,19,28,3,1
664,2026-05-12,22,17,33,20,7,49,50,39,30,1
665,2026-05-13,17,42,10,13,7,30,5,29,12,1
666,2026-05-14,46,41,47,18,8,7,40,18,15,1
667,2026-05-15,31,48,5,12,46,1,8,33,13,1
668,2026-05-16,44,43,23,19,48,41,45,29,5,1
669,2026-05-17,33,29,10,25,13,6,20,5,10,1
670,2026-05-18,22,23,45,23,46,11,17,7,12,1
671,2026-05-19,38,3,30,15,46,16,16,47,45,1
672,2026-05-20,8,11,26,20,45,27,11,4,25,1
673,2026-05-21,13,43,32,50,37,49,26,5,13,1
674,2026-05-22,12,45,44,10,30,47,2,40,13,1
675,2026-05-23,14,12,27,6,47,41,7,40,48,1
676,2026-05-24,29,49,20,16,32,3,47,17,45,1
677,2026-05-25,33,23,14,39,2,33,24,25,23,1
678,2026-05-26,17,46,50,20,39,24,38,43,38,1
679,2026-05-27,15,2,30,26,5,31,25,18,28,1
680,2026-05-28,21,27,17,6,15,40,41,36,49,1
681,2026-05-29,4,13,46,25,24,25,39,2,6,1
682,2026-05-30,26,5,17,19,3,27,8,42,31,1
683,2026-05-31,15,32,37,13,30,47,15,12,48,1
684,2026-06-01,9,18,1,42,6,11,13,43,17,1
685,2026-06-02,38,27,47,2,5,25,34,3,40,1
686,2026-06-03,20,44,32,42,8,44,32,14,17,1
687,2026-06-04,21,19,32,2,49,46,2,33,28,1
688,2026-06-05,27,29,13,26,50,47,36,48,7,1
689,2026-06-06,30,14,28,29,49,36,45,22,6,1
690,2026-06-07,35,38,20,25,7,11,2,6,10,1
691,2026-06-08,49,39,20,13,47,28,12,32,5,1
692,2026-06-09,5,12,4,5,41,7,13,44,15,1
693,2026-06-10,46,3,17,5,15,5,20,10,42,1
694,2026-06-11,20,49,43,44,12,1,4,49,1,1
695,2026-06-12,30,1,36,3,4,30,5,42,19,1
696,2026-06-13,1,29,35,48,36,9,22,12,46,1
697,2026-06-14,39,18,42,35,24,12,11,6,26,1
698,2026-06-15,6,5,20,30,4,37,6,39,11,1
699,2026-06-16,34,18,48,33,47,34,2,15,17,1
700,2026-06-17,25,31,36,42,48,3,8,44,48,1
701,2026-06-18,39,2,2,1,48,12,37,38,33,1
702,2026-06-19,28,18,23,9,33,11,28,27,4,1
703,2026-06-20,38,1,24,43,22,32,16,13,9,1
704,2026-06-21,32,48,22,14,41,33,22,32,24,1
705,2026-06-22,17,13,31,17,41,36,7,19,7,1
706,2026-06-23,33,33,27,43,41,38,45,31,31,1
707,2026-06-24,14,39,40,40,43,29,31,16,9,1
708,2026-06-25,16,48,20,45,40,12,47,21,13,1
709,2026-06-26,3,7,29,25,43,18,45,2,11,1
710,2026-06-27,20,35,48,13,16,35,39,7,18,1
711,2026-06-28,23,50,6,44,21,16,9,3,21,1
712,2026-06-29,49,11,5,50,19,25,28,24,11,1
713,2026-06-30,42,34,42,47,27,17,40,3,44,1
714,2026-07-01,45,28,34,30,9,38,23,9,23,1
715,2026-07-02,48,5,48,8,20,12,37,36,33,1
716,2026-07-03,37,34,42,49,30,38,14,15,2,1
717,2026-07-04,9,4,17,8,49,8,36,25,18,1
718,2026-07-05,37,14,21,43,2,15,3,2,29,1
719,2026-07-06,31,4,36,22,46,29,48,5,38,1
720,2026-07-07,38,9,22,41,22,29,12,48,30,1
721,2026-07-08,25,1,39,46,26,45,48,18,24,1
722,2026-07-09,43,10,37,20,4,48,5,49,26,1
723,2026-07-10,5,29,33,34,2,35,21,43,42,1
724,2026-07-11,47,30,21,3,7,14,48,19,20,1
725,2026-07-12,47,35,26,25,46,29,28,21,43,1
726,2026-07-13,29,14,8,6,14,36,27,4,12,1
727,2026-07-14,43,11,45,35,20,13,29,7,33,1
728,2026-07-15,5,16,21,6,43,19,29,48,40,1
729,2026-07-16,14,17,23,24,28,42,43,22,47,1
730,2026-07-17,3,6,39,38,33,35,16,34,1,1
731,2026-07-18,6,29,10,44,22,25,35,47,46,1
732,2026-07-19,9,19,5,41,33,37,11,34,2,1
733,2026-07-20,4,22,45,49,37,18,21,27,16,1
734,2026-07-21,33,40,8,39,19,36,32,44,40,1
735,2026-07-22,26,17,41,29,4,6,25,38,1,1
736,2026-07-23,14,29,11,29,33,7,36,20,15,1
737,2026-07-24,13,39,29,4,25,33,24,27,14,1
738,2026-07-25,19,26,4,45,3,32,13,2,19,1
739,2026-07-26,13,29,43,31,28,47,2,23,47,1
740,2026-07-27,2,10,22,17,15,34,37,35,36,1
741,2026-07-28,19,49,5,4,32,35,46,35,43,1
742,2026-07-29,40,13,21,38,14,50,31,17,49,1
743,2026-07-30,11,31,46,16,21,47,2,46,31,1
744,2026-07-31,27,24,10,12,25,49,39,41,31,1
745,2026-08-01,7,45,38,36,14,50,20,36,49,1
746,2026-08-02,19,26,33,21,6,26,6,7,36,1
747,2026-08-03,42,12,38,42,27,26,1,6,41,1
748,2026-08-04,40,36,28,41,28,22,18,19,46,1
749,2026-08-05,6,24,43,18,50,43,43,23,18,1
750,2026-08-06,26,37,25,37,2,9,34,9,21,1
751,2026-08-07,16,25,11,7,49,41,45,48,25,1
752,2026-08-08,15,43,39,37,4,34,49,12,36,1
753,2026-08-09,1,49,17,21,42,2,32,2,14,1
754,2026-08-10,22,37,13,39,19,21,50,19,49,1
755,2026-08-11,4,7,22,21,15,31,33,39,29,1
756,2026-08-12,21,1,14,45,2,37,20,26,44,1
757,2026-08-13,30,34,5,9,48,6,37,10,40,1
758,2026-08-14,45,9,10,6,50,3,17,8,10,1
759,2026-08-15,32,1,47,39,10,3,37,6,21,1
760,2026-08-16,4,41,38,34,22,38,11,23,28,1
761,2026-08-17,14,41,25,16,43,2,47,42,38,1
762,2026-08-18,18,1,14,38,6,36,37,9,25,1
763,2026-08-19,16,49,33,7,45,16,35,27,28,1
764,2026-08-20,28,35,33,25,47,2,1,4,34,1
765,2026-08-21,5,12,9,7,33,11,37,42,33,1
766,2026-08-22,15,12,17,28,33,28,50,12,30,1
767,2026-08-23,45,19,40,12,3,40,19,43,14,1
768,2026-08-24,4,35,41,6,24,7,38,45,16,1
769,2026-08-25,5,33,49,7,43,26,39,34,25,1
770,2026-08-26,3,36,26,50,7,19,1,15,42,1
771,2026-08-27,35,46,42,50,36,43,6,31,9,1
772,2026-08-28,40,37,1,13,50,30,49,5,33,1
773,2026-08-29,11,39,33,41,42,3,49,25,27,1
774,2026-08-30,46,6,40,26,20,48,17,10,20,1
775,2026-08-31,29,2,4,42,8,27,39,40,11,1
776,2026-09-01,45,21,8,30,50,42,8,45,32,1
777,2026-09-02,7,9,19,1,19,22,11,14,48,1
778,2026-09-03,48,18,38,31,14,13,12,43,45,1
779,2026-09-04,32,45,49,49,29,50,25,39,20,1
780,2026-09-05,18,24,41,33,18,24,43,29,23,1
781,2026-09-06,30,25,27,19,37,42,33,28,48,1
782,2026-09-07,38,19,33,48,42,29,21,26,45,1
783,2026-09-08,5,9,45,36,41,49,14,45,49,1
784,2026-09-09,35,25,15,49,25,12,49,12,10,1
785,2026-09-10,44,2,21,9,8,2,48,46,3,1
786,2026-09-11,21,5,42,42,35,12,49,49,31,1
787,2026-09-12,41,49,21,41,10,11,16,27,39,1
788,2026-09-13,45,5,33,47,28,24,25,19,42,1
789,2026-09-14,25,35,11,31,39,35,40,10,4,1
790,2026-09-15,32,41,7,7,43,27,44,2,21,1
791,2026-09-16,13,15,38,38,4,36,34,3,27,1
792,2026-09-17,25,20,40,34,16,5,28,5,33,1
793,2026-09-18,16,28,38,5,42,9,38,8,46,1
794,2026-09-19,38,46,20,10,1,44,29,24,5,1
795,2026-09-20,50,26,12,27,31,38,19,49,35,1
796,2026-09-21,9,32,16,24,18,39,17,29,40,1
797,2026-09-22,3,8,30,18,48,30,49,20,7,1
798,2026-09-23,6,40,6,22,35,8,31,25,9,1
799,2026-09-24,15,19,1,32,31,33,10,37,41,1
800,2026-09-25,9,45,3,12,16,27,39,26,11,1
801,2026-09-26,25,49,18,11,29,44,37,29,15,1
802,2026-09-27,27,31,23,25,7,42,7,35,33,1
803,2026-09-28,8,48,23,12,19,14,28,49,1,1
804,2026-09-29,47,42,40,9,7,7,40,3,49,1
805,2026-09-30,40,49,8,30,42,37,30,29,22,1
806,2026-10-01,8,2,7,8,45,49,13,18,6,1
807,2026-10-02,8,29,42,20,32,47,12,23,17,1
808,2026-10-03,24,17,1,49,48,5,8,27,12,1
809,2026-10-04,33,27,27,39,31,13,12,7,36,1
810,2026-10-05,44,6,17,7,48,27,19,23,43,1
811,2026-10-06,43,34,27,23,14,42,29,17,46,1
812,2026-10-07,34,38,4,48,24,12,8,11,30,1
813,2026-10-08,11,28,31,44,6,39,43,36,11,1
814,2026-10-09,23,16,25,22,12,24,32,42,22,1
815,2026-10-10,18,31,27,42,38,43,24,11,5,1
816,2026-10-11,47,18,26,32,16,5,27,50,19,1
817,2026-10-12,50,14,37,6,41,48,26,37,26,1
818,2026-10-13,46,43,9,28,49,49,45,29,17,1
819,2026-10-14,2,34,41,7,31,34,45,41,6,1
820,2026-10-15,38,34,44,47,9,18,7,4,14,1
821,2026-10-16,13,3,20,18,34,21,19,9,37,1
822,2026-10-17,35,25,24,5,11,32,50,26,4,1
823,2026-10-18,5,11,10,36,48,2,15,50,46,1
824,2026-10-19,15,36,26,50,20,42,8,24,27,1
825,2026-10-20,46,24,15,24,9,34,3,37,27,1
826,2026-10-21,27,14,15,40,20,20,38,47,11,1
827,2026-10-22,27,38,33,2,13,32,49,8,5,1
828,2026-10-23,49,15,27,15,38,35,18,11,50,1
829,2026-10-24,27,18,9,7,15,47,26,30,12,1
830,2026-10-25,8,26,29,34,42,14,31,44,38,1
831,2026-10-26,3,49,23,39,21,6,16,49,3,1
832,2026-10-27,18,36,24,37,23,43,32,22,33,1
833,2026-10-28,38,22,10,35,37,28,42,38,18,1
834,2026-10-29,2,5,33,4,25,13,50,5,43,1
835,2026-10-30,49,15,45,12,20,45,3,43,10,1
836,2026-10-31,19,15,48,21,10,44,14,19,20,1
837,2026-11-01,49,24,22,30,39,35,11,40,17,1
838,2026-11-02,7,16,37,32,43,28,9,17,21,1
839,2026-11-03,43,33,19,46,8,32,25,28,10,1
840,2026-11-04,2,25,4,4,10,31,46,9,12,1
841,2026-11-05,31,29,18,29,28,21,31,23,43,1
842,2026-11-06,47,23,45,19,44,17,29,12,27,1
843,2026-11-07,48,3,20,22,16,13,4,25,49,1
844,2026-11-08,49,15,20,40,35,28,24,39,25,1
845,2026-11-09,40,25,7,50,9,42,39,38,35,1
846,2026-11-10,46,39,45,19,5,36,18,16,39,1
847,2026-11-11,16,6,46,20,29,24,43,9,8,1
848,2026-11-12,18,12,12,50,23,12,50,39,47,1
849,2026-11-13,37,38,5,17,20,16,3,49,18,1
850,2026-11-14,26,33,15,43,50,22,40,6,19,1
851,2026-11-15,26,22,34,3,35,35,7,13,22,1
852,2026-11-16,39,32,10,46,49,16,19,20,50,1
853,2026-11-17,15,22,25,42,19,32,2,11,22,1
854,2026-11-18,13,40,26,36,49,22,32,27,10,1
855,2026-11-19,10,30,7,44,35,25,25,3,32,1
856,2026-11-20,15,46,27,16,26,38,10,18,46,1
857,2026-11-21,45,2,36,26,8,39,21,2,50,1
858,2026-11-22,31,30,37,15,11,29,6,5,5,1
859,2026-11-23,45,23,6,30,31,9,37,5,12,1
860,2026-11-24,46,23,42,22,30,23,42,15,28,1
861,2026-11-25,17,22,25,36,30,21,40,43,37,1
862,2026-11-26,43,43,2,13,1,23,41,8,20,1
863,2026-11-27,3,44,3,26,18,32,23,43,39,1
864,2026-11-28,26,45,31,15,46,20,32,40,43,1
865,2026-11-29,46,48,49,31,44,1,23,9,15,1
866,2026-11-30,24,23,1,35,18,49,12,32,24,1
867,2026-12-01,36,20,47,20,9,31,47,20,5,1
868,2026-12-02,42,36,42,10,29,42,10,15,14,1
869,2026-12-03,7,18,16,41,11,25,3,38,33,1
870,2026-12-04,45,6,45,35,30,15,13,20,10,1
871,2026-12-05,25,50,34,33,47,46,1,26,34,1
872,2026-12-06,6,8,43,15,5,15,24,1,40,1
873,2026-12-07,33,48,36,38,32,42,33,17,16,1
874,2026-12-08,28,46,45,8,48,36,12,22,30,1
875,2026-12-09,41,48,22,40,50,11,41,16,48,1
876,2026-12-10,42,40,29,45,30,1,25,8,23,1
877,2026-12-11,14,5,25,21,7,29,20,11,13,1
878,2026-12-12,31,4,43,44,9,20,33,30,21,1
879,2026-12-13,24,13,4,11,31,20,32,17,30,1
880,2026-12-14,24,26,16,41,19,38,38,36,21,1
881,2026-12-15,5,19,23,30,37,20,34,24,21,1
882,2026-12-16,36,19,50,16,1,9,21,1,24,1
883,2026-12-17,44,8,24,39,30,10,1,11,42,1
884,2026-12-18,50,7,50,27,28,20,37,9,27,1
885,2026-12-19,23,6,48,17,10,27,13,48,17,1
886,2026-12-20,35,6,7,4,27,33,31,33,17,1
887,2026-12-21,21,13,33,22,42,27,50,40,37,1
888,2026-12-22,32,8,48,37,27,36,21,40,47,1
889,2026-12-23,30,48,9,29,13,13,14,18,8,1
890,2026-12-24,44,34,12,11,32,4,33,42,31,1
891,2026-12-25,20,10,16,40,4,7,37,16,6,1
892,2026-12-26,49,2,10,34,36,18,40,45,50,1
893,2026-12-27,13,39,50,4,19,49,3,39,38,1
894,2026-12-28,41,26,22,42,17,26,21,3,30,1
895,2026-12-29,22,39,16,22,13,34,47,22,27,1
896,2026-12-30,44,48,49,11,38,32,12,15,37,1
897,2026-12-31,17,9,32,19,27,22,24,11,27,1
898,2027-01-01,6,31,27,6,43,30,23,17,4,1
899,2027-01-02,9,21,11,47,30,23,37,39,10,1
900,2027-01-03,9,48,12,4,46,39,37,36,19,1
901,2027-01-04,5,10,23,22,37,7,48,38,37,1
902,2027-01-05,25,28,50,4,37,40,27,41,7,1
903,2027-01-06,21,47,45,28,26,39,9,41,29,1
904,2027-01-07,15,48,46,14,39,37,44,26,2,1
905,2027-01-08,6,1,1,31,40,30,32,11,40,1
906,2027-01-09,13,15,42,23,44,36,19,41,33,1
907,2027-01-10,43,31,4,13,17,28,50,41,6,1
908,2027-01-11,29,16,36,47,1,25,44,27,5,1
909,2027-01-12,23,17,1,7,8,4,27,2,21,1
910,2027-01-13,16,22,18,2,1,29,18,20,41,1
911,2027-01-14,48,46,2,11,38,30,48,45,49,1
912,2027-01-15,15,7,10,41,29,1,10,31,10,1
913,2027-01-16,9,4,4,8,3,12,1,21,5,1
914,2027-01-17,32,33,1,41,14,28,38,49,48,1
915,2027-01-18,28,24,7,42,19,42,49,35,9,1
916,2027-01-19,31,17,49,45,2,15,33,30,16,1
917,2027-01-20,46,50,18,40,27,32,21,46,20,1
918,2027-01-21,2,15,16,11,3,5,31,30,23,1
919,2027-01-22,34,23,48,33,43,13,9,37,19,1
920,2027-01-23,39,8,30,43,37,2,48,16,45,1
921,2027-01-24,32,10,20,41,4,27,6,22,5,1
922,2027-01-25,9,16,1,35,6,16,2,6,5,1
923,2027-01-26,6,45,30,5,30,13,43,24,48,1
924,2027-01-27,44,10,3,8,32,34,31,24,48,1
925,2027-01-28,33,32,27,46,23,47,31,14,17,1
926,2027-01-29,37,8,8,18,13,41,10,40,8,1
927,2027-01-30,40,8,9,46,9,13,47,13,21,1
928,2027-01-31,17,19,20,29,32,35,3,43,48,1
929,2027-02-01,19,21,6,43,39,3,45,36,28,1
930,2027-02-02,34,25,22,4,35,27,40,40,49,1
931,2027-02-03,1,28,25,40,44,7,32,48,40,1
932,2027-02-04,34,5,2,48,34,37,2,30,31,1
933,2027-02-05,7,16,4,14,18,1,48,29,11,1
934,2027-02-06,18,30,12,26,40,29,33,35,20,1
935,2027-02-07,2,8,2,21,38,43,49,22,24,1
936,2027-02-08,4,44,20,14,35,1,3,8,12,1
937,2027-02-09,36,40,47,37,1,29,22,31,42,1
938,2027-02-10,39,40,10,13,25,49,27,40,3,1
939,2027-02-11,2,50,36,42,18,29,2,44,45,1
940,2027-02-12,18,2,33,40,10,1,24,20,11,1
941,2027-02-13,42,27,45,35,48,10,49,41,26,1
942,2027-02-14,41,40,12,3,14,1,50,27,17,1
943,2027-02-15,47,44,41,33,8,7,34,32,22,1
944,2027-02-16,38,2,38,8,32,16,40,5,36,1
945,2027-02-17,45,18,3,14,50,29,39,17,49,1
946,2027-02-18,41,36,8,19,3,6,33,34,26,1
947,2027-02-19,21,19,17,35,28,38,31,48,11,1
948,2027-02-20,25,19,21,4,31,35,20,37,22,1
949,2027-02-21,38,21,18,5,49,33,48,39,11,1
950,2027-02-22,23,19,17,4,46,2,2,29,40,1
