id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
473,2025-11-02,50,24,27,7,16,41,14,34,10,1
474,2025-11-03,5,50,23,8,8,18,10,17,50,1
475,2025-11-04,35,29,45,36,19,11,21,14,3,1
476,2025-11-05,34,24,20,47,25,25,34,23,28,1
477,2025-11-06,4,25,34,49,27,9,18,8,49,1
478,2025-11-07,20,32,13,41,16,26,12,8,43,1
479,2025-11-08,10,1,44,45,8,19,33,14,28,1
480,2025-11-09,13,18,30,6,32,10,33,44,10,1
481,2025-11-10,18,41,15,23,43,41,8,41,25,1
482,2025-11-11,7,19,41,48,42,49,6,32,42,1
483,2025-11-12,40,47,21,2,25,16,27,47,5,1
484,2025-11-13,4,1,14,36,2,24,21,35,35,1
485,2025-11-14,13,16,11,21,5,17,28,13,4,1
486,2025-11-15,24,25,18,33,11,12,13,4,15,1
487,2025-11-16,48,22,19,11,22,40,28,13,47,1
488,2025-11-17,42,34,45,2,48,47,43,42,47,1
489,2025-11-18,11,29,12,36,6,29,27,44,45,1
490,2025-11-19,43,32,16,37,32,44,47,12,31,1
491,2025-11-20,50,43,16,23,40,2,33,23,19,1
492,2025-11-21,11,41,3,36,37,40,29,23,44,1
493,2025-11-22,47,24,43,34,19,24,13,5,9,1
494,2025-11-23,39,50,19,10,32,32,50,43,44,1
495,2025-11-24,26,40,19,11,38,18,24,18,39,1
496,2025-11-25,7,45,48,31,41,49,2,16,4,1
497,2025-11-26,42,36,48,33,33,34,18,37,21,1
498,2025-11-27,31,27,35,21,44,11,12,4,24,1
499,2025-11-28,10,47,1,10,12,20,4,47,8,1
500,2025-11-29,45,19,34,32,9,23,4,20,47,1
501,2025-11-30,8,26,42,37,40,43,3,47,33,1
502,2025-12-01,39,36,48,41,38,43,46,11,2,1
503,2025-12-02,47,6,34,49,4,6,17,43,17,1
504,2025-12-03,35,44,47,40,36,1,24,29,41,1
505,2025-12-04,39,25,28,40,22,32,10,24,41,1
506,2025-12-05,29,22,22,10,13,38,44,35,11,1
507,2025-12-06,45,17,26,31,7,49,37,23,50,1
508,2025-12-07,28,50,19,33,45,36,26,26,3,1
509,2025-12-08,45,30,12,35,18,17,31,49,45,1
510,2025-12-09,43,41,12,40,47,13,28,15,43,1
511,2025-12-10,27,4,21,6,49,25,2,1,32,1
512,2025-12-11,49,46,13,21,40,47,24,6,11,1
513,2025-12-12,4,45,18,42,20,23,3,40,17,1
514,2025-12-13,15,6,3,37,50,21,30,30,13,1
515,2025-12-14,28,31,16,31,15,12,7,10,42,1
516,2025-12-15,41,22,23,41,14,24,43,2,27,1
517,2025-12-16,39,14,39,4,11,9,13,5,39,1
518,2025-12-17,43,11,14,38,11,28,5,26,23,1
519,2025-12-18,47,15,1,25,46,2,27,50,30,1
520,2025-12-19,4,2,32,45,38,11,17,41,12,1
521,2025-12-20,31,32,23,34,32,21,34,26,32,1
522,2025-12-21,46,19,40,8,5,10,24,20,48,1
523,2025-12-22,36,7,6,9,26,3,41,22,14,1
524,2025-12-23,30,11,13,32,11,11,23,28,10,1
525,2025-12-24,37,42,1,35,23,23,18,21,15,1
526,2025-12-25,33,39,12,37,15,27,4,1,46,1
527,2025-12-26,6,29,33,4,33,42,20,23,16,1
528,2025-12-27,39,50,49,15,18,9,46,35,20,1
529,2025-12-28,37,3,40,7,16,8,29,49,14,1
530,2025-12-29,25,21,42,36,32,37,43,33,31,1
531,2025-12-30,43,7,8,1,44,33,41,6,35,1
532,2025-12-31,24,14,13,26,32,38,31,39,1,1
533,2026-01-01,4,45,24,42,39,36,6,29,33,1
534,2026-01-02,16,16,36,30,14,1,22,37,36,1
535,2026-01-03,27,37,34,41,33,50,48,28,35,1
536,2026-01-04,26,19,2,1,47,35,44,26,12,1
537,2026-01-05,42,43,31,26,43,41,36,41,29,1
538,2026-01-06,9,2,49,34,37,30,49,27,16,1
539,2026-01-07,48,22,38,35,22,42,35,47,1,1
540,2026-01-08,7,40,34,38,5,33,20,19,28,1
541,2026-01-09,21,50,31,45,14,45,42,37,7,1
542,2026-01-10,9,50,49,14,27,10,19,27,39,1
543,2026-01-11,30,45,9,32,21,50,15,20,46,1
544,2026-01-12,38,44,28,26,2,22,38,20,25,1
545,2026-01-13,41,47,35,3,19,25,46,42,50,1
546,2026-01-14,18,39,42,29,33,23,3,36,15,1
547,2026-01-15,26,4,50,31,23,33,43,1,46,1
548,2026-01-16,45,37,11,18,14,18,23,11,31,1
549,2026-01-17,23,11,4,50,7,38,29,42,6,1
550,2026-01-18,6,12,49,1,3,25,4,13,47,1
551,2026-01-19,5,19,27,28,41,2,1,16,23,1
552,2026-01-20,37,43,34,13,48,39,17,13,29,1
553,2026-01-21,36,31,46,29,19,36,18,39,25,1
554,2026-01-22,23,24,26,1,44,13,25,40,35,1
555,2026-01-23,35,43,37,9,25,47,35,33,16,1
556,2026-01-24,43,36,22,49,30,47,33,14,13,1
557,2026-01-25,45,28,19,24,2,1,26,5,19,1
558,2026-01-26,4,9,11,18,33,50,43,36,5,1
559,2026-01-27,38,29,23,10,29,24,2,33,6,1
560,2026-01-28,43,38,34,13,2,5,42,10,25,1
561,2026-01-29,45,7,28,22,16,16,15,35,42,1
562,2026-01-30,7,31,23,50,49,7,36,19,49,1
563,2026-01-31,36,11,4,25,11,49,8,35,2,1
564,2026-02-01,25,16,45,38,48,3,21,35,8,1
565,2026-02-02,34,12,45,26,30,48,43,23,45,1
566,2026-02-03,37,6,45,26,39,10,14,11,28,1
567,2026-02-04,46,7,7,20,13,46,2,38,23,1
568,2026-02-05,8,45,34,22,22,28,43,40,38,1
569,2026-02-06,33,21,29,41,3,21,31,3,39,1
570,2026-02-07,18,42,7,2,26,30,36,7,13,1
571,2026-02-08,9,37,28,30,34,10,42,23,22,1
572,2026-02-09,39,8,46,50,28,50,44,11,41,1
573,2026-02-10,12,15,26,30,49,15,2,17,9,1
574,2026-02-11,5,32,12,29,9,10,46,19,13,1
575,2026-02-12,33,17,41,30,5,22,42,4,19,1
576,2026-02-13,18,15,47,23,40,19,4,5,3,1
577,2026-02-14,46,30,31,7,33,31,2,15,49,1
578,2026-02-15,45,36,9,6,26,25,17,17,27,1
579,2026-02-16,33,13,29,2,2,9,18,5,26,1
580,2026-02-17,13,45,32,24,18,4,31,37,47,1
581,2026-02-18,12,47,34,19,33,48,4,34,19,1
582,2026-02-19,25,16,23,32,11,3,21,33,30,1
583,2026-02-20,38,39,22,30,14,4,34,44,48,1
584,2026-02-21,14,16,7,31,23,13,29,13,5,1
585,2026-02-22,44,45,43,29,40,12,35,5,50,1
586,2026-02-23,47,29,2,46,31,50,11,50,26,1
587,2026-02-24,17,14,8,20,17,2,28,45,20,1
588,2026-02-25,4,35,36,2,6,45,29,8,18,1
589,2026-02-26,24,17,17,10,38,6,46,26,17,1
590,2026-02-27,14,41,1,31,15,40,38,14,23,1
591,2026-02-28,18,24,37,10,42,26,18,31,28,1
592,2026-03-01,40,41,3,13,37,24,10,44,42,1
593,2026-03-02,29,5,38,13,35,15,35,4,4,1
594,2026-03-03,44,29,35,46,27,42,47,16,4,1
595,2026-03-04,28,20,9,8,5,18,28,32,9,1
596,2026-03-05,36,45,7,24,48,30,2,47,7,1
597,2026-03-06,38,14,12,41,25,22,16,29,10,1
598,2026-03-07,26,13,21,35,40,30,14,21,5,1
599,2026-03-08,35,38,16,40,15,11,14,30,49,1
600,2026-03-09,13,7,2,34,24,1,24,10,3,1
601,2026-03-10,27,44,30,34,2,50,22,6,28,1
602,2026-03-11,35,5,36,44,1,7,12,23,26,1
603,2026-03-12,7,45,13,13,50,28,2,49,15,1
604,2026-03-13,46,14,14,28,1,48,6,47,10,1
605,2026-03-14,15,29,45,13,50,7,19,43,28,1
606,2026-03-15,40,48,3,19,19,23,17,35,37,1
607,2026-03-16,19,28,16,2,14,16,14,41,39,1
608,2026-03-17,26,24,11,1,43,7,25,36,44,1
609,2026-03-18,43,33,4,6,27,36,43,14,20,1
610,2026-03-19,6,18,45,26,29,24,7,50,25,1
611,2026-03-20,22,2,41,15,34,38,6,47,4,1
612,2026-03-21,10,50,19,27,14,21,40,7,39,1
613,2026-03-22,27,21,33,33,27,30,50,29,6,1
614,2026-03-23,22,10,14,10,26,10,16,11,43,1
615,2026-03-24,5,34,32,32,47,17,16,19,36,1
616,2026-03-25,47,33,7,1,12,50,42,44,9,1
617,2026-03-26,40,36,13,50,14,5,25,28,3,1
618,2026-03-27,43,20,40,38,41,43,16,45,24,1
619,2026-03-28,46,22,12,2,30,39,5,11,46,1
620,2026-03-29,10,25,44,35,30,6,32,47,22,1
621,2026-03-30,27,25,39,48,41,18,5,33,50,1
622,2026-03-31,19,48,3,41,28,13,12,49,35,1
623,2026-04-01,25,30,9,8,1,3,45,24,37,1
624,2026-04-02,10,45,18,24,37,39,43,24,15,1
625,2026-04-03,25,31,24,1,21,18,2,25,37,1
626,2026-04-04,40,12,36,42,7,43,9,17,4,1
627,2026-04-05,32,29,2,13,46,27,12,9,29,1
628,2026-04-06,14,32,45,37,21,9,10,13,5,1
629,2026-04-07,2,9,17,42,27,48,47,50,30,1
630,2026-04-08,19,44,18,46,36,12,5,32,20,1
631,2026-04-09,24,24,34,27,46,20,3,12,48,1
632,2026-04-10,16,23,20,3,19,22,47,13,19,1
633,2026-04-11,18,1,38,6,39,45,48,45,2,1
634,2026-04-12,9,13,41,10,9,10,26,43,9,1
635,2026-04-13,33,1,17,37,45,36,37,12,19,1
636,2026-04-14,25,49,6,28,9,44,17,9,24,1
637,2026-04-15,35,24,20,44,30,17,48,22,13,1
638,2026-04-16,18,17,32,23,11,40,21,27,47,1
639,2026-04-17,25,27,28,1,37,33,42,17,24,1
640,2026-04-18,4,34,32,5,33,26,22,21,11,1
641,2026-04-19,34,27,35,32,30,50,49,39,34,1
642,2026-04-20,16,39,45,36,41,10,31,5,16,1
643,2026-04-21,43,17,18,15,45,44,18,4,50,1
644,2026-04-22,48,27,4,38,4,25,17,29,7,1
645,2026-04-23,34,43,8,30,12,15,12,46,46,1
646,2026-04-24,44,12,4,2,21,7,49,36,33,1
647,2026-04-25,19,24,49,25,8,33,4,23,28,1
648,2026-04-26,37,10,17,34,3,5,16,36,16,1
649,2026-04-27,20,39,47,45,27,7,41,9,4,1
650,2026-04-28,17,8,25,11,20,26,33,45,4,1
651,2026-04-29,1,31,10,18,35,16,14,41,8,1
652,2026-04-30,26,15,35,4,34,10,9,49,19,1
653,2026-05-01,41,19,23,49,34,20,9,3,30,1
654,2026-05-02,14,47,49,18,40,45,35,41,4,1
655,2026-05-03,31,16,23,9,3,12,18,34,50,1
656,2026-05-04,29,47,20,19,7,6,37,44,10,1
657,2026-05-05,3,39,29,45,49,38,7,27,32,1
658,2026-05-06,22,9,40,33,4,6,32,49,32,1
659,2026-05-07,18,45,45,17,37,14,50,3,4,1
660,2026-05-08,26,32,46,42,14,45,39,19,20,1
661,2026-05-09,34,14,7,29,32,29,43,32,38,1
662,2026-05-10,50,16,30,34,13,41,48,41,14,1
663,2026-05-11,37,22,45,19,7,18,42,3,10,1
664,2026-05-12,30,18,28,28,22,28,34,27,31,1
665,2026-05-13,4,24,7,34,2,12,49,46,21,1
666,2026-05-14,43,7,32,11,4,14,45,14,15,1
667,2026-05-15,26,35,47,30,8,8,47,20,20,1
668,2026-05-16,1,42,50,43,4,45,16,6,32,1
669,2026-05-17,9,36,48,27,9,33,5,9,9,1
670,2026-05-18,23,41,8,43,14,37,43,39,24,1
671,2026-05-19,3,24,5,20,28,25,22,4,17,1
672,2026-05-20,8,26,30,26,29,14,21,47,42,1
673,2026-05-21,19,43,49,19,14,15,44,17,9,1
674,2026-05-22,36,34,5,24,40,34,20,15,35,1
675,2026-05-23,16,10,42,50,47,42,43,1,40,1
676,2026-05-24,4,44,30,24,46,49,20,7,34,1
677,2026-05-25,34,26,22,31,35,20,28,40,34,1
678,2026-05-26,50,8,11,20,35,42,49,37,27,1
679,2026-05-27,10,13,23,11,26,43,37,49,21,1
680,2026-05-28,17,2,29,43,9,10,9,34,44,1
681,2026-05-29,15,8,3,49,23,50,36,8,17,1
682,2026-05-30,44,28,3,9,7,14,40,19,43,1
683,2026-05-31,27,35,45,22,38,5,39,33,12,1
684,2026-06-01,29,3,29,41,12,34,7,21,15,1
685,2026-06-02,43,16,24,2,10,35,12,29,29,1
686,2026-06-03,7,28,23,12,24,2,36,45,31,1
687,2026-06-04,1,8,47,38,7,12,3,48,47,1
688,2026-06-05,49,8,49,16,24,23,43,7,1,1
689,2026-06-06,4,29,43,19,6,20,30,6,28,1
690,2026-06-07,47,8,2,49,45,37,15,42,7,1
691,2026-06-08,17,11,47,44,36,8,14,31,32,1
692,2026-06-09,42,4,2,20,47,5,45,26,14,1
693,2026-06-10,19,3,46,23,41,16,24,21,17,1
694,2026-06-11,19,17,5,11,19,9,1,40,4,1
695,2026-06-12,8,27,2,6,25,45,7,43,32,1
696,2026-06-13,18,8,9,13,48,49,24,21,25,1
697,2026-06-14,46,33,26,25,35,39,10,6,36,1
698,2026-06-15,1,46,32,45,47,24,48,50,4,1
699,2026-06-16,32,15,50,41,47,34,49,3,5,1
700,2026-06-17,6,17,6,47,21,21,37,16,8,1
701,2026-06-18,28,3,50,24,8,16,18,14,20,1
702,2026-06-19,17,2,47,34,4,50,17,4,2,1
703,2026-06-20,12,47,42,27,34,33,7,50,20,1
704,2026-06-21,30,39,15,26,24,7,48,20,36,1
705,2026-06-22,24,32,1,9,13,22,21,30,40,1
706,2026-06-23,13,10,24,31,41,33,18,40,49,1
707,2026-06-24,34,29,27,35,10,5,39,44,5,1
708,2026-06-25,19,39,47,22,38,47,25,13,15,1
709,2026-06-26,39,28,27,21,10,49,13,11,19,1
710,2026-06-27,9,47,46,22,31,28,31,2,38,1
711,2026-06-28,24,29,11,12,22,49,15,31,15,1
712,2026-06-29,10,35,34,6,4,37,30,46,41,1
713,2026-06-30,34,6,1,26,22,31,33,1,29,1
714,2026-07-01,27,19,27,8,23,28,7,20,8,1
715,2026-07-02,19,36,24,20,4,37,12,29,32,1
716,2026-07-03,47,5,22,8,39,19,29,27,50,1
717,2026-07-04,20,13,6,17,37,15,6,19,31,1
718,2026-07-05,32,26,17,33,8,11,15,13,14,1
719,2026-07-06,45,20,42,22,16,2,14,31,18,1
720,2026-07-07,23,41,36,40,25,41,19,41,6,1
721,2026-07-08,26,13,33,27,37,14,27,9,34,1
722,2026-07-09,9,17,28,23,37,32,2,9,3,1
723,2026-07-10,28,44,40,3,21,15,5,5,14,1
724,2026-07-11,29,37,29,37,10,29,2,3,47,1
725,2026-07-12,30,30,34,10,5,11,37,29,31,1
726,2026-07-13,26,30,33,22,45,8,16,15,31,1
727,2026-07-14,46,45,15,27,6,39,12,5,1,1
728,2026-07-15,48,44,29,40,11,45,29,18,50,1
729,2026-07-16,23,13,34,7,47,8,16,33,15,1
730,2026-07-17,38,22,19,25,42,31,23,45,37,1
731,2026-07-18,23,1,15,20,14,31,40,32,15,1
732,2026-07-19,6,15,31,37,39,20,22,44,45,1
733,2026-07-20,4,32,48,27,33,50,3,30,28,1
734,2026-07-21,39,8,3,45,35,47,26,19,28,1
735,2026-07-22,41,19,20,42,40,17,22,1,4,1
736,2026-07-23,22,43,25,15,5,19,34,9,35,1
737,2026-07-24,4,15,30,24,30,16,43,26,10,1
738,2026-07-25,23,2,41,31,40,15,1,35,17,1
739,2026-07-26,14,2,12,21,49,41,16,47,3,1
740,2026-07-27,48,16,32,33,16,33,49,32,1,1
741,2026-07-28,9,8,13,38,8,16,19,37,5,1
742,2026-07-29,41,25,44,42,30,33,27,45,8,1
743,2026-07-30,1,45,36,47,2,28,49,28,35,1
744,2026-07-31,43,21,45,25,13,9,28,49,23,1
745,2026-08-01,49,10,9,46,12,23,14,17,40,1
746,2026-08-02,16,4,36,48,42,20,30,10,15,1
747,2026-08-03,41,9,14,41,37,28,45,16,37,1
748,2026-08-04,12,12,41,40,26,25,33,45,42,1
749,2026-08-05,29,38,21,33,14,32,40,9,21,1
750,2026-08-06,27,23,42,10,34,23,42,35,13,1
751,2026-08-07,11,40,16,19,49,41,29,38,47,1
752,2026-08-08,9,4,9,15,49,39,12,16,8,1
753,2026-08-09,10,9,28,36,38,5,5,13,34,1
754,2026-08-10,39,30,50,18,34,3,25,18,10,1
755,2026-08-11,15,20,16,6,27,45,29,18,11,1
756,2026-08-12,36,33,7,16,14,5,50,20,1,1
757,2026-08-13,30,48,4,36,16,9,42,26,37,1
758,2026-08-14,42,16,47,7,19,18,41,32,29,1
759,2026-08-15,6,3,47,9,15,22,37,10,12,1
760,2026-08-16,44,46,36,36,38,34,8,47,26,1
761,2026-08-17,37,9,30,46,38,50,50,34,27,1
762,2026-08-18,9,39,4,5,17,11,8,14,19,1
763,2026-08-19,17,48,3,9,37,15,34,38,20,1
764,2026-08-20,14,29,7,27,13,24,16,50,21,1
765,2026-08-21,23,36,35,42,15,30,32,47,23,1
766,2026-08-22,39,43,24,43,13,10,11,39,39,1
767,2026-08-23,24,32,24,47,4,14,40,48,12,1
768,2026-08-24,18,13,17,11,34,47,2,11,23,1
769,2026-08-25,18,8,6,36,24,39,40,3,40,1
770,2026-08-26,36,19,6,29,44,30,16,24,23,1
771,2026-08-27,43,11,44,38,31,13,16,9,37,1
772,2026-08-28,1,28,30,36,15,31,19,36,43,1
773,2026-08-29,7,47,14,13,30,27,48,27,22,1
774,2026-08-30,3,38,43,4,25,26,15,47,26,1
775,2026-08-31,26,41,20,29,30,6,29,18,6,1
776,2026-09-01,19,47,37,32,3,35,40,1,16,1
777,2026-09-02,42,9,34,13,23,31,22,21,27,1
778,2026-09-03,37,8,50,18,7,8,37,5,12,1
779,2026-09-04,19,47,3,37,1,11,33,6,17,1
780,2026-09-05,30,1,5,28,24,47,47,13,7,1
781,2026-09-06,17,38,38,14,17,22,3,16,40,1
782,2026-09-07,36,4,5,18,10,49,2,1,22,1
783,2026-09-08,34,44,11,39,7,48,43,10,24,1
784,2026-09-09,12,5,10,24,26,24,37,45,7,1
785,2026-09-10,16,33,10,48,33,41,38,41,15,1
786,2026-09-11,36,6,33,1,6,6,11,21,39,1
787,2026-09-12,48,10,37,1,7,49,14,11,47,1
788,2026-09-13,46,4,7,37,44,2,41,9,33,1
789,2026-09-14,18,8,7,32,22,44,28,29,18,1
790,2026-09-15,40,22,30,47,26,31,10,20,38,1
791,2026-09-16,41,22,7,10,20,38,45,8,42,1
792,2026-09-17,13,21,7,45,39,15,34,43,29,1
793,2026-09-18,33,36,43,25,26,33,11,30,41,1
794,2026-09-19,13,12,34,1,45,9,12,13,30,1
795,2026-09-20,28,34,28,19,15,10,34,43,20,1
796,2026-09-21,46,24,30,4,35,49,20,31,45,1
797,2026-09-22,21,45,44,14,2,12,16,30,19,1
798,2026-09-23,24,23,27,49,29,21,33,1,34,1
799,2026-09-24,16,38,24,28,37,10,34,44,3,1
800,2026-09-25,10,6,3,12,30,7,14,24,25,1
801,2026-09-26,28,23,21,18,15,2,48,6,17,1
802,2026-09-27,25,49,28,2,28,34,6,26,33,1
803,2026-09-28,16,38,44,35,39,24,20,11,21,1
804,2026-09-29,2,28,9,10,18,49,40,30,23,1
805,2026-09-30,7,47,4,25,27,47,15,50,37,1
806,2026-10-01,39,13,2,36,41,3,5,19,5,1
807,2026-10-02,38,23,17,13,16,45,3,7,7,1
808,2026-10-03,42,2,9,40,44,36,4,49,36,1
809,2026-10-04,17,36,20,9,45,22,16,50,35,1
810,2026-10-05,10,44,28,49,1,18,22,10,22,1
811,2026-10-06,32,47,38,35,10,18,26,45,13,1
812,2026-10-07,38,30,22,24,5,36,2,34,31,1
813,2026-10-08,3,45,32,25,30,46,12,21,7,1
814,2026-10-09,32,49,41,24,38,32,15,8,27,1
815,2026-10-10,26,15,23,45,36,2,18,10,18,1
816,2026-10-11,50,1,47,50,26,24,27,10,45,1
817,2026-10-12,5,45,49,42,32,40,44,14,16,1
818,2026-10-13,45,19,45,11,20,28,40,37,47,1
819,2026-10-14,22,36,37,20,40,2,14,48,2,1
820,2026-10-15,10,29,8,42,17,47,24,2,45,1
821,2026-10-16,24,29,27,50,3,34,35,42,22,1
822,2026-10-17,37,28,25,18,19,33,18,29,2,1
823,2026-10-18,33,15,30,7,41,5,31,37,42,1
824,2026-10-19,36,26,8,8,10,2,19,50,29,1
825,2026-10-20,8,23,26,2,9,26,42,23,7,1
826,2026-10-21,44,9,13,4,2,32,41,14,38,1
827,2026-10-22,31,28,33,36,9,15,1,32,38,1
828,2026-10-23,1,32,48,1,48,25,24,14,26,1
829,2026-10-24,11,33,11,40,21,11,37,48,17,1
830,2026-10-25,3,4,43,7,5,44,4,17,46,1
831,2026-10-26,21,33,17,43,11,22,32,17,36,1
832,2026-10-27,11,42,22,41,16,44,30,48,38,1
833,2026-10-28,22,27,2,2,27,9,42,40,34,1
834,2026-10-29,31,42,13,33,9,47,32,18,42,1
835,2026-10-30,47,22,3,41,3,17,46,6,10,1
836,2026-10-31,27,11,38,26,9,49,50,40,11,1
837,2026-11-01,21,43,24,7,11,1,4,4,33,1
838,2026-11-02,12,39,5,10,1,18,10,33,17,1
839,2026-11-03,31,2,8,36,34,17,16,43,47,1
840,2026-11-04,30,28,40,38,7,46,17,3,27,1
841,2026-11-05,50,27,3,28,34,38,27,23,45,1
842,2026-11-06,6,23,40,47,11,14,5,7,24,1
843,2026-11-07,25,34,43,35,32,30,44,43,43,1
844,2026-11-08,6,1,36,45,25,13,48,2,21,1
845,2026-11-09,14,16,4,21,21,20,8,22,9,1
846,2026-11-10,47,35,37,12,34,16,22,26,16,1
847,2026-11-11,4,39,33,39,45,35,47,36,28,1
848,2026-11-12,41,18,18,4,41,45,31,36,11,1
849,2026-11-13,23,38,36,12,25,12,16,41,49,1
850,2026-11-14,8,50,3,22,17,28,22,35,45,1
851,2026-11-15,10,47,37,14,10,6,39,49,1,1
852,2026-11-16,42,45,26,1,45,8,4,27,40,1
853,2026-11-17,46,1,40,38,36,20,35,3,32,1
854,2026-11-18,23,24,22,42,48,49,10,37,35,1
855,2026-11-19,36,25,21,12,25,5,24,36,35,1
856,2026-11-20,3,26,7,41,24,15,6,6,19,1
857,2026-11-21,21,45,33,40,44,11,4,34,24,1
858,2026-11-22,37,40,13,16,12,6,12,24,27,1
859,2026-11-23,33,16,39,42,36,20,42,5,32,1
860,2026-11-24,45,42,16,11,26,15,34,25,22,1
861,2026-11-25,30,26,49,4,4,21,29,41,46,1
862,2026-11-26,36,12,46,2,40,29,39,43,27,1
863,2026-11-27,32,33,37,45,4,36,31,47,30,1
864,2026-11-28,44,40,8,19,44,43,3,34,16,1
865,2026-11-29,49,34,11,31,28,5,7,29,13,1
866,2026-11-30,42,3,28,37,2,30,33,28,12,1
867,2026-12-01,15,50,19,47,45,5,27,16,49,1
868,2026-12-02,32,50,20,10,26,1,11,2,21,1
869,2026-12-03,22,30,31,30,33,1,22,47,48,1
870,2026-12-04,10,34,36,5,39,34,39,20,5,1
871,2026-12-05,12,22,22,37,5,48,1,23,41,1
872,2026-12-06,46,34,26,30,12,30,46,25,24,1
873,2026-12-07,9,8,18,47,42,42,48,30,21,1
874,2026-12-08,5,24,28,21,12,41,18,14,30,1
875,2026-12-09,40,36,49,33,30,31,4,37,37,1
876,2026-12-10,31,46,37,50,23,1,46,4,42,1
877,2026-12-11,23,42,3,38,37,30,5,40,44,1
878,2026-12-12,9,43,22,5,6,40,11,40,11,1
879,2026-12-13,33,11,39,4,35,35,18,16,13,1
880,2026-12-14,22,25,7,48,8,40,38,14,21,1
881,2026-12-15,29,49,34,43,15,16,30,8,24,1
882,2026-12-16,41,3,38,44,44,36,31,24,28,1
883,2026-12-17,9,6,20,35,45,50,2,8,3,1
884,2026-12-18,11,33,22,33,29,1,23,3,14,1
885,2026-12-19,50,17,14,43,24,2,9,30,11,1
886,2026-12-20,7,39,25,3,45,49,30,49,24,1
887,2026-12-21,22,41,29,23,50,27,46,15,23,1
888,2026-12-22,47,15,50,32,37,19,39,48,20,1
889,2026-12-23,25,29,34,33,24,33,25,29,21,1
890,2026-12-24,26,28,33,48,49,1,36,50,41,1
891,2026-12-25,24,13,22,34,25,38,3,7,25,1
892,2026-12-26,25,19,4,2,44,12,28,22,17,1
893,2026-12-27,40,24,11,5,28,27,16,6,2,1
894,2026-12-28,21,36,38,25,21,4,6,4,36,1
895,2026-12-29,24,11,6,10,31,31,8,27,38,1
896,2026-12-30,2,35,3,13,5,16,20,39,30,1
897,2026-12-31,45,15,14,28,28,50,11,44,42,1
898,2027-01-01,23,39,25,19,15,10,22,32,38,1
899,2027-01-02,9,35,24,2,15,39,39,4,6,1
900,2027-01-03,36,43,13,31,41,48,29,24,20,1
901,2027-01-04,33,5,19,49,28,2,43,19,28,1
902,2027-01-05,21,38,4,48,24,2,31,16,48,1
903,2027-01-06,33,26,10,9,10,26,40,11,30,1
904,2027-01-07,46,12,8,47,39,48,48,48,11,1
905,2027-01-08,42,26,31,18,23,48,26,47,32,1
906,2027-01-09,1,44,50,9,31,49,5,25,21,1
907,2027-01-10,29,6,30,38,43,10,33,5,17,1
908,2027-01-11,38,8,2,25,40,24,39,39,42,1
909,2027-01-12,11,2,19,41,40,1,11,50,45,1
910,2027-01-13,44,36,5,3,24,3,18,2,12,1
911,2027-01-14,15,17,27,35,16,12,38,6,36,1
912,2027-01-15,5,3,15,46,37,47,39,18,1,1
913,2027-01-16,12,47,24,29,34,26,15,20,13,1
914,2027-01-17,32,50,1,27,30,25,6,46,49,1
915,2027-01-18,11,44,4,30,29,48,37,7,41,1
916,2027-01-19,5,48,5,17,25,27,1,47,48,1
917,2027-01-20,49,45,1,37,17,36,47,50,46,1
918,2027-01-21,10,8,15,32,33,27,18,28,47,1
919,2027-01-22,14,29,40,49,1,17,7,39,21,1
920,2027-01-23,46,47,12,6,34,13,24,33,3,1
921,2027-01-24,32,34,16,18,5,10,20,49,39,1
922,2027-01-25,8,44,23,29,48,33,8,12,2,1
923,2027-01-26,1,11,8,6,50,30,10,41,18,1
924,2027-01-27,45,11,20,19,50,42,5,14,49,1
925,2027-01-28,28,47,42,33,19,47,14,26,10,1
926,2027-01-29,30,10,25,8,31,23,6,4,43,1
927,2027-01-30,10,46,25,46,25,45,6,11,41,1
928,2027-01-31,7,5,48,6,13,33,30,50,28,1
929,2027-02-01,5,18,7,37,32,22,48,15,28,1
930,2027-02-02,26,35,3,1,46,22,29,7,25,1
931,2027-02-03,13,21,24,31,37,6,18,34,4,1
932,2027-02-04,16,5,35,43,47,36,50,16,21,1
933,2027-02-05,11,4,22,7,37,42,26,31,18,1
934,2027-02-06,29,9,47,19,32,34,19,25,38,1
935,2027-02-07,11,3,4,30,20,28,17,48,40,1
936,2027-02-08,30,20,1,6,17,8,7,25,23,1
937,2027-02-09,37,11,6,9,14,17,49,6,2,1
938,2027-02-10,12,27,48,6,50,28,22,44,7,1
939,2027-02-11,32,15,8,10,17,49,24,13,46,1
940,2027-02-12,50,18,21,2,21,35,36,28,23,1
941,2027-02-13,22,43,12,43,12,32,12,16,47,1
942,2027-02-14,22,32,50,22,29,21,6,9,39,1
943,2027-02-15,7,18,34,12,3,33,5,37,10,1
944,2027-02-16,38,3,39,11,27,4,13,42,28,1
945,2027-02-17,43,14,27,4,40,2,9,2,27,1
946,2027-02-18,17,32,39,40,8,21,11,1,46,1
947,2027-02-19,8,47,40,10,45,28,17,24,34,1
948,2027-02-20,17,12,28,43,13,30,50,46,7,1
949,2027-02-21,48,19,34,27,31,6,38,3,49,1
950,2027-02-22,42,44,6,10,43,31,40,10,33,1
